Actual,Default_Probability_Pct,Risk_Level,Loan_Amount_USD,Expected_Loss_USD
0,25.4,Low Risk,256500,65276.91127359867
0,24.0,Low Risk,306500,73561.49183213711
0,13.8,Low Risk,616500,85329.251781106
0,10.6,Low Risk,356500,37843.753058463335
0,34.7,Medium Risk,256500,89095.16832232475
1,88.8,High Risk,106500,94534.70733761787
1,89.6,High Risk,266500,238896.13702893257
0,33.4,Medium Risk,276500,92440.26525318623
0,13.7,Low Risk,526500,72187.41593509912
1,27.4,Low Risk,416500,114177.95716226101
0,28.1,Low Risk,306500,86095.165386796
0,27.8,Low Risk,346500,96288.32624852657
1,61.4,Medium Risk,186500,114546.82078957558
0,18.9,Low Risk,276500,52234.1732904315
1,38.3,Medium Risk,136500,52297.527596354485
0,17.4,Low Risk,516500,89681.59548193216
0,15.7,Low Risk,546500,86020.72712033987
0,14.1,Low Risk,236500,33431.00560456514
0,20.8,Low Risk,356500,74052.0565956831
0,34.6,Medium Risk,106500,36818.50004196167
1,98.7,High Risk,416500,410950.07303357124
0,28.9,Low Risk,626500,181368.1826144457
0,35.8,Medium Risk,156500,56005.71481883526
0,27.8,Low Risk,426500,118465.18614888191
1,100.0,High Risk,596500,596459.7526788712
0,11.8,Low Risk,696500,82161.62467747927
0,11.7,Low Risk,426500,50104.04843837023
0,31.0,Medium Risk,596500,184846.57742083073
0,41.1,Medium Risk,446500,183537.77346014977
0,24.5,Low Risk,156500,38343.531504273415
0,40.5,Medium Risk,166500,67377.42103636265
1,55.9,Medium Risk,756500,423026.9908308983
1,100.0,High Risk,206500,206448.4895169735
0,17.3,Low Risk,646500,112089.43938463926
0,35.6,Medium Risk,416500,148175.70666968822
0,28.8,Low Risk,346500,99791.03533923626
1,100.0,High Risk,106500,106463.75352144241
0,31.5,Medium Risk,396500,124949.622169137
0,70.9,High Risk,76500,54229.06976938248
0,15.2,Low Risk,536500,81576.37775689363
0,15.0,Low Risk,606500,90956.0157135129
0,19.6,Low Risk,396500,77524.22894537449
1,86.4,High Risk,86500,74694.78130340576
0,10.2,Low Risk,206500,21092.870455235243
0,27.7,Low Risk,176500,48937.43772804737
1,34.3,Medium Risk,656500,225033.148676157
0,50.2,Medium Risk,136500,68529.85516190529
0,33.9,Medium Risk,266500,90428.86048555374
0,12.2,Low Risk,226500,27643.81079748273
0,20.7,Low Risk,416500,86394.29920911789
1,24.8,Low Risk,146500,36270.09550482035
0,34.9,Medium Risk,266500,93097.5114107132
0,29.0,Low Risk,516500,150020.0760513544
0,33.0,Medium Risk,296500,97958.93144607544
1,100.0,High Risk,316500,316436.4065229893
0,41.8,Medium Risk,366500,153021.02048695087
0,23.7,Low Risk,106500,25210.190758109093
1,82.7,High Risk,716500,592293.5033142567
0,13.1,Low Risk,566500,74241.66839569807
0,58.0,Medium Risk,236500,137056.32188916206
0,29.9,Low Risk,406500,121622.5823611021
0,16.3,Low Risk,516500,84168.99025440216
0,14.5,Low Risk,286500,41600.75607150793
0,27.9,Low Risk,546500,152676.883071661
0,11.2,Low Risk,206500,23141.584526747465
0,16.3,Low Risk,176500,28844.120360910892
0,11.1,Low Risk,396500,43958.05399119854
0,36.5,Medium Risk,116500,42566.12642109394
0,18.3,Low Risk,296500,54347.439244389534
0,22.2,Low Risk,326500,72578.87513935566
1,99.4,High Risk,226500,225135.99532842636
0,21.1,Low Risk,296500,62498.92818927765
1,100.0,High Risk,366500,366411.6365611553
1,46.6,Medium Risk,206500,96323.6308991909
1,100.0,High Risk,176500,176453.49010825157
0,12.8,Low Risk,376500,48105.278469622135
1,100.0,High Risk,226500,226446.79471850395
0,20.3,Low Risk,236500,47900.54325759411
0,17.1,Low Risk,316500,54236.62407696247
0,10.5,Low Risk,506500,53157.81821683049
1,100.0,High Risk,246500,246424.09831285477
0,51.6,Medium Risk,156500,80830.07594943047
1,13.2,Low Risk,386500,50864.73326385021
0,14.5,Low Risk,386500,55995.25485932827
0,20.6,Low Risk,466500,96246.5642541647
1,100.0,High Risk,216500,216429.61937189102
1,100.0,High Risk,156500,156459.46928858757
0,83.4,High Risk,326500,272201.70760154724
1,87.8,High Risk,96500,84697.50079512596
0,9.5,Low Risk,316500,30178.35195735097
0,54.6,Medium Risk,86500,47251.25277042389
0,24.4,Low Risk,506500,123782.8083857894
1,55.6,Medium Risk,96500,53646.03888988495
0,15.0,Low Risk,306500,45826.914742589
1,92.6,High Risk,66500,61562.118500471115
0,28.2,Low Risk,256500,72228.38151454926
1,83.4,High Risk,336500,280757.2472691536
0,43.8,Medium Risk,346500,151802.6138842106
1,23.9,Low Risk,446500,106714.35498446226
0,16.6,Low Risk,646500,107383.858948946
0,18.4,Low Risk,416500,76617.05221235752
0,15.6,Low Risk,416500,64820.462852716446
0,31.2,Medium Risk,326500,101834.50013399124
0,26.7,Low Risk,96500,25801.70114338398
1,58.1,Medium Risk,56500,32851.099103689194
0,27.2,Low Risk,266500,72565.32241404057
0,54.3,Medium Risk,226500,123059.50945615768
1,100.0,High Risk,296500,296415.32972455025
0,50.3,Medium Risk,156500,78652.96575427055
0,24.3,Low Risk,296500,72163.79889845848
0,59.5,Medium Risk,106500,63326.10207796097
1,100.0,High Risk,356500,356413.62258791924
1,100.0,High Risk,216500,216457.6606452465
0,41.9,Medium Risk,266500,111601.93902254105
0,21.2,Low Risk,276500,58669.29131746292
0,28.9,Low Risk,246500,71303.22912335396
0,11.4,Low Risk,316500,36074.34543594718
1,100.0,High Risk,106500,106479.59151864052
0,43.0,Medium Risk,736500,316944.0652281046
1,100.0,High Risk,216500,216444.0077841282
0,15.3,Low Risk,226500,34632.24385678768
0,28.1,Low Risk,476500,133988.85647952557
0,38.9,Medium Risk,176500,68570.3666061163
0,30.3,Medium Risk,656500,199018.93250644207
0,14.1,Low Risk,226500,31935.569062829018
0,26.4,Low Risk,406500,107335.91589331627
0,43.2,Medium Risk,316500,136842.96606481075
0,25.6,Low Risk,396500,101697.93920218945
0,59.0,Medium Risk,86500,51038.029342889786
1,100.0,High Risk,116500,116470.05078196526
0,24.1,Low Risk,156500,37706.82621002197
1,99.6,High Risk,256500,255491.62566661835
0,14.6,Low Risk,396500,58035.8147546649
0,41.8,Medium Risk,386500,161381.42690062523
1,100.0,High Risk,346500,346398.57307076454
0,34.6,Medium Risk,176500,61093.483328819275
1,100.0,High Risk,566500,566366.2527501583
1,86.5,High Risk,166500,144059.63784456253
0,40.0,Medium Risk,276500,110524.8250067234
0,21.1,Low Risk,586500,123656.63847327232
0,11.0,Low Risk,436500,47899.62545782328
1,12.7,Low Risk,356500,45313.0804002285
0,14.7,Low Risk,316500,46493.74566972256
0,20.2,Low Risk,356500,72176.14213377237
1,39.4,Medium Risk,306500,120844.02076900005
0,7.6,Low Risk,206500,15650.900237262249
0,42.0,Medium Risk,186500,78260.97665727139
0,16.8,Low Risk,126500,21296.557269990444
0,19.7,Low Risk,156500,30904.02614325285
0,25.3,Low Risk,436500,110497.25018441677
1,94.6,High Risk,136500,129172.11011052132
1,94.4,High Risk,126500,119400.87550878525
0,10.3,Low Risk,486500,49950.84661245346
0,34.5,Medium Risk,316500,109037.90201246738
1,17.0,Low Risk,416500,70741.0444766283
0,57.3,Medium Risk,106500,60977.901577949524
0,44.3,Medium Risk,126500,56017.87389814854
0,25.4,Low Risk,216500,55042.21288859844
0,25.6,Low Risk,226500,57899.74643290043
0,21.0,Low Risk,296500,62242.398992180824
0,26.4,Low Risk,116500,30724.279910326004
0,26.2,Low Risk,426500,111664.22951221466
0,82.5,High Risk,726500,599547.3508834839
0,9.9,Low Risk,536500,53297.42055758834
0,27.6,Low Risk,246500,68061.72312796116
1,87.4,High Risk,406500,355341.3361608982
0,10.3,Low Risk,486500,49886.07309013605
1,100.0,High Risk,306500,306426.83336138725
0,23.1,Low Risk,326500,75419.87217217684
0,18.7,Low Risk,346500,64782.08810091019
0,35.6,Medium Risk,126500,44975.09463131428
0,19.6,Low Risk,296500,58188.321344554424
0,33.3,Medium Risk,86500,28812.136113643646
0,11.6,Low Risk,246500,28709.693785756826
0,19.8,Low Risk,266500,52708.8857665658
0,48.5,Medium Risk,116500,56558.636486530304
0,42.2,Medium Risk,246500,104004.38231229782
0,30.6,Medium Risk,516500,157945.26429474354
0,31.6,Medium Risk,586500,185257.1181356907
1,40.7,Medium Risk,166500,67714.04403448105
0,26.8,Low Risk,366500,98097.36521542072
0,41.0,Medium Risk,316500,129863.23767900467
0,35.2,Medium Risk,336500,118445.72289288044
1,100.0,High Risk,666500,666242.4531280994
0,19.3,Low Risk,326500,63103.54949533939
0,15.0,Low Risk,306500,45896.445885300636
0,50.2,Medium Risk,316500,158874.5592534542
1,92.4,High Risk,226500,209363.94372582436
0,29.2,Low Risk,236500,69127.20574438572
0,29.2,Low Risk,436500,127542.91900992393
1,100.0,High Risk,586500,586317.4486756325
0,32.6,Medium Risk,466500,151933.6487352848
0,41.5,Medium Risk,396500,164551.45525932312
0,16.3,Low Risk,116500,19024.32068437338
1,100.0,High Risk,486500,486364.89990353584
0,11.3,Low Risk,466500,52793.06718707085
1,35.2,Medium Risk,266500,93700.83378255367
0,26.8,Low Risk,286500,76847.53386676311
1,100.0,High Risk,486500,486364.6679222584
0,21.5,Low Risk,266500,57214.789643883705
0,30.3,Medium Risk,526500,159454.04398441315
0,15.9,Low Risk,466500,73945.97138464451
0,11.1,Low Risk,236500,26227.922182530165
1,34.1,Medium Risk,526500,179445.8643347025
0,30.5,Medium Risk,396500,121045.91876268387
0,18.0,Low Risk,416500,74847.18584269285
1,35.1,Medium Risk,256500,89944.44192945957
0,16.1,Low Risk,286500,46167.87647455931
1,37.6,Medium Risk,336500,126662.61936724186
1,100.0,High Risk,226500,226430.90468645096
0,70.2,High Risk,276500,194074.74169135094
0,26.2,Low Risk,366500,96195.97843289375
0,19.7,Low Risk,486500,95616.04210734367
0,30.9,Medium Risk,196500,60668.91306638718
0,18.2,Low Risk,466500,84801.0074570775
0,32.5,Medium Risk,126500,41143.895000219345
0,24.3,Low Risk,246500,60019.0754532814
0,10.9,Low Risk,236500,25874.5053447783
0,28.3,Low Risk,396500,112266.7366862297
1,35.5,Medium Risk,146500,52011.32744550705
0,21.5,Low Risk,236500,50842.295713722706
0,28.3,Low Risk,506500,143565.3154850006
0,27.0,Low Risk,196500,53075.47523081303
1,74.4,High Risk,156500,116364.61460590363
1,53.7,Medium Risk,146500,78729.19711470604
1,89.4,High Risk,186500,166773.8075852394
0,26.1,Low Risk,166500,43539.00584578514
1,100.0,High Risk,596500,596347.8637039661
1,46.2,Medium Risk,466500,215422.36353456974
0,49.5,Medium Risk,376500,186387.37343251705
0,21.7,Low Risk,596500,129209.29577946663
1,23.0,Low Risk,216500,49738.56993764639
0,33.2,Medium Risk,406500,134963.6402875185
1,100.0,High Risk,356500,356352.93528437614
0,19.8,Low Risk,246500,48785.68819910288
0,15.5,Low Risk,316500,49128.11158597469
0,59.3,Medium Risk,166500,98701.32261514664
0,21.6,Low Risk,206500,44575.0272795558
0,17.2,Low Risk,706500,121690.39472937584
0,25.8,Low Risk,156500,40391.3212120533
1,11.2,Low Risk,276500,31010.714769363403
1,100.0,High Risk,316500,316414.938300848
1,100.0,High Risk,266500,266435.11125445366
0,12.7,Low Risk,516500,65655.54209798574
0,40.4,Medium Risk,296500,119699.07177984715
0,13.2,Low Risk,416500,54958.26356112957
0,34.0,Medium Risk,176500,59985.609501600266
0,31.9,Medium Risk,356500,113735.44400930405
1,100.0,High Risk,206500,206447.89871573448
0,10.0,Low Risk,256500,25555.3945787251
1,75.4,High Risk,236500,178326.1753320694
0,19.9,Low Risk,176500,35090.32202512026
0,10.2,Low Risk,496500,50651.573829352856
0,24.7,Low Risk,306500,75847.96755760908
0,25.2,Low Risk,446500,112485.16078293324
0,18.9,Low Risk,226500,42719.32176500559
0,14.0,Low Risk,246500,34410.043090581894
1,100.0,High Risk,166500,166457.73294568062
0,23.0,Low Risk,216500,49748.625695705414
0,28.4,Low Risk,116500,33137.98342645168
0,12.8,Low Risk,486500,62431.14936351776
0,34.9,Medium Risk,266500,93001.78264081478
0,34.2,Medium Risk,396500,135626.65989995003
0,14.5,Low Risk,646500,93852.04097628593
0,26.7,Low Risk,256500,68493.3633506298
0,16.5,Low Risk,586500,96937.13039159775
1,45.8,Medium Risk,156500,71727.74568200111
0,31.5,Medium Risk,486500,153068.94575059414
1,17.0,Low Risk,406500,69178.43364179134
0,37.0,Medium Risk,336500,124485.72686314583
0,37.9,Medium Risk,316500,119982.22433030605
0,12.7,Low Risk,486500,62011.40099018812
1,90.6,High Risk,646500,585824.3458271027
0,17.0,Low Risk,386500,65615.11531472206
0,19.8,Low Risk,276500,54814.73119556904
0,27.7,Low Risk,246500,68282.30230510235
0,17.2,Low Risk,416500,71485.03492772579
0,18.5,Low Risk,536500,99137.06908375025
0,71.5,High Risk,186500,133271.08189463615
0,39.0,Medium Risk,616500,240726.811632514
0,12.5,Low Risk,566500,70788.51767629385
0,55.0,Medium Risk,116500,64084.049344062805
0,47.7,Medium Risk,176500,84236.02591454983
0,25.1,Low Risk,416500,104681.38539791107
1,35.6,Medium Risk,176500,62787.89623081684
0,31.0,Medium Risk,406500,126073.66007566452
1,37.5,Medium Risk,246500,92489.38672244549
0,81.2,High Risk,506500,411355.99848628044
0,19.7,Low Risk,266500,52575.58585703373
1,21.9,Low Risk,216500,47473.21121394634
0,19.9,Low Risk,306500,60888.24903219938
1,38.5,Medium Risk,206500,79549.17748272419
1,74.4,High Risk,166500,123914.21100497246
1,21.3,Low Risk,236500,50336.615547537804
0,28.3,Low Risk,556500,157630.45160472393
0,34.3,Medium Risk,116500,39925.23451149464
0,25.2,Low Risk,486500,122637.8737539053
0,25.1,Low Risk,266500,66913.59210014343
0,29.6,Low Risk,126500,37459.69873666763
0,13.8,Low Risk,496500,68397.6468667388
0,29.0,Low Risk,246500,71484.00619626045
0,16.0,Low Risk,306500,49020.35991847515
1,95.6,High Risk,336500,321730.2129268646
0,53.9,Medium Risk,116500,62850.47209262848
1,84.7,High Risk,146500,124053.82043123245
0,49.0,Medium Risk,396500,194358.55042934418
0,33.4,Medium Risk,126500,42228.552371263504
0,23.3,Low Risk,136500,31856.08995705843
0,43.8,Medium Risk,146500,64104.10624742508
0,23.5,Low Risk,166500,39152.45175361633
0,11.3,Low Risk,436500,49129.95707988739
1,23.1,Low Risk,246500,56825.44144243002
0,57.7,Medium Risk,86500,49876.70561671257
1,19.9,Low Risk,256500,50920.68316787481
0,11.0,Low Risk,466500,51261.015214025974
0,19.0,Low Risk,416500,79178.36266011
1,100.0,High Risk,436500,436390.2845084667
0,18.8,Low Risk,356500,67105.1665097475
1,100.0,High Risk,356500,356408.9052975178
0,33.6,Medium Risk,396500,133146.91838622093
1,100.0,High Risk,496500,496336.22843027115
0,16.6,Low Risk,266500,44113.71220648289
0,47.8,Medium Risk,296500,141778.90940010548
0,78.9,High Risk,446500,352096.0732996464
1,81.0,High Risk,316500,256517.71187782288
1,40.4,Medium Risk,476500,192559.00411307812
0,32.1,Medium Risk,166500,53510.219782590866
0,35.2,Medium Risk,356500,125600.91680288315
0,38.5,Medium Risk,166500,64023.59627187252
0,21.2,Low Risk,286500,60665.83301872015
0,32.0,Medium Risk,136500,43660.04540026188
1,51.1,Medium Risk,186500,95326.66304707527
1,39.8,Medium Risk,186500,74222.77061641216
1,38.2,Medium Risk,526500,200922.73637652397
0,29.2,Low Risk,226500,66217.638194561
1,100.0,High Risk,216500,216453.0408680439
0,20.5,Low Risk,206500,42238.888405263424
0,13.6,Low Risk,226500,30763.736575841904
0,38.9,Medium Risk,276500,107607.0269793272
0,33.8,Medium Risk,286500,96911.66786849499
1,51.3,Medium Risk,126500,64883.696645498276
0,9.9,Low Risk,546500,54307.994820177555
0,18.2,Low Risk,176500,32042.232990264893
0,28.2,Low Risk,86500,24395.22260427475
0,32.1,Medium Risk,416500,133539.04938697815
1,100.0,High Risk,336500,336401.2194573879
0,46.5,Medium Risk,176500,82000.68435072899
0,11.5,Low Risk,476500,54747.7733194828
0,79.5,High Risk,56500,44943.36459040642
0,18.2,Low Risk,426500,77695.3349635005
1,22.4,Low Risk,166500,37272.34688401222
0,23.6,Low Risk,316500,74567.97368824482
0,39.9,Medium Risk,156500,62375.277027487755
1,100.0,High Risk,116500,116475.64759850502
1,70.8,High Risk,76500,54155.61667084694
0,22.0,Low Risk,176500,38834.73914861679
1,100.0,High Risk,256500,256428.92333865166
0,23.4,Low Risk,606500,141920.61883211136
0,19.7,Low Risk,536500,105686.93280220032
1,62.8,Medium Risk,356500,223895.43688297272
0,29.6,Low Risk,416500,123160.7810407877
0,14.7,Low Risk,536500,79037.32514381409
0,53.8,Medium Risk,426500,229534.19944643974
0,19.1,Low Risk,366500,70173.17506670952
0,28.9,Low Risk,176500,51001.794159412384
0,35.8,Medium Risk,246500,88184.09639596939
0,23.6,Low Risk,176500,41579.99576628208
0,43.3,Medium Risk,246500,106635.82445681095
0,10.0,Low Risk,396500,39763.43424245715
1,100.0,High Risk,276500,276432.2479069233
0,18.7,Low Risk,576500,107790.50466418266
0,35.2,Medium Risk,306500,107844.34606134892
0,22.5,Low Risk,186500,41977.18069702387
0,66.1,High Risk,756500,499966.83445572853
0,16.2,Low Risk,296500,48179.905101656914
0,28.5,Low Risk,256500,73127.44241952896
0,42.1,Medium Risk,86500,36393.17290484905
1,100.0,High Risk,436500,436344.9881672859
1,82.4,High Risk,476500,392624.923825264
0,30.2,Medium Risk,646500,195540.47664999962
0,27.8,Low Risk,376500,104656.07008337975
1,49.1,Medium Risk,136500,67085.48538386822
1,24.9,Low Risk,366500,91265.45692235231
1,100.0,High Risk,326500,326408.4363877773
0,23.7,Low Risk,656500,155431.15329742432
0,13.7,Low Risk,106500,14556.703224778175
0,13.9,Low Risk,156500,21682.27719515562
0,23.3,Low Risk,236500,55146.97517454624
0,24.3,Low Risk,546500,132834.48480069637
1,35.1,Medium Risk,416500,146208.58439803123
1,85.0,High Risk,396500,336872.17327952385
0,17.6,Low Risk,406500,71357.8944504261
0,44.4,Medium Risk,116500,51706.25904202461
1,100.0,High Risk,256500,256454.9750983715
0,26.9,Low Risk,486500,130893.2029902935
0,47.3,Medium Risk,236500,111932.31588602066
0,27.2,Low Risk,446500,121601.93893313408
0,11.8,Low Risk,206500,24461.428340524435
0,31.0,Medium Risk,176500,54750.216856598854
0,14.9,Low Risk,176500,26363.094843924046
1,100.0,High Risk,326500,326346.2587594986
0,15.0,Low Risk,226500,33958.824433386326
1,51.3,Medium Risk,76500,39212.97016739845
0,41.9,Medium Risk,326500,136779.8451781273
0,20.3,Low Risk,196500,39887.66294717789
1,32.1,Medium Risk,466500,149766.66359603405
0,33.1,Medium Risk,386500,127791.51457548141
0,25.5,Low Risk,126500,32298.415139317513
0,38.5,Medium Risk,726500,279513.82288336754
0,39.2,Medium Risk,256500,100493.29479038715
0,13.9,Low Risk,216500,30008.96292924881
0,73.1,High Risk,206500,151011.46760582924
0,14.9,Low Risk,446500,66452.50032842159
0,31.4,Medium Risk,196500,61634.37657058239
0,20.8,Low Risk,706500,147054.95312064886
1,81.2,High Risk,336500,273275.19780397415
0,44.6,Medium Risk,176500,78715.42485058308
0,10.7,Low Risk,456500,49035.94318777323
0,29.0,Low Risk,426500,123888.03701102734
0,13.5,Low Risk,696500,93970.3588411212
0,26.8,Low Risk,566500,151722.30957448483
0,16.5,Low Risk,476500,78846.09482437372
0,19.3,Low Risk,416500,80277.54158526659
0,35.3,Medium Risk,246500,87018.25764775276
1,100.0,High Risk,356500,356413.79258036613
0,24.2,Low Risk,106500,25814.492873847485
0,31.6,Medium Risk,286500,90641.51072502136
1,100.0,High Risk,56500,56480.91208934784
0,46.9,Medium Risk,386500,181077.84868776798
1,45.1,Medium Risk,86500,38968.812972307205
1,89.7,High Risk,376500,337741.17386341095
1,100.0,High Risk,456500,456383.8425576687
0,31.0,Medium Risk,276500,85737.51327395439
0,18.9,Low Risk,326500,61824.427239596844
0,14.2,Low Risk,716500,101579.53265309334
0,27.1,Low Risk,316500,85789.87370431423
0,49.8,Medium Risk,156500,77934.6813261509
0,28.6,Low Risk,316500,90424.02903735638
0,14.2,Low Risk,576500,81977.07618772984
0,29.3,Low Risk,146500,42985.06319522858
0,40.4,Medium Risk,256500,103617.25088953972
0,34.7,Medium Risk,446500,155015.94050228596
0,32.8,Medium Risk,306500,100411.41027212143
0,19.9,Low Risk,316500,62885.86516678333
0,59.1,Medium Risk,56500,33410.090655088425
0,73.2,High Risk,266500,195094.8041677475
0,16.2,Low Risk,276500,44676.345728337765
0,12.4,Low Risk,386500,48038.53879496455
0,31.4,Medium Risk,216500,68079.34674620628
0,21.7,Low Risk,136500,29595.06779909134
0,17.8,Low Risk,146500,26051.13821476698
1,86.6,High Risk,516500,447060.0135028362
0,7.5,Low Risk,256500,19243.40407177806
1,89.5,High Risk,196500,175934.03390049934
1,100.0,High Risk,336500,336440.97235798836
1,100.0,High Risk,406500,406344.5933461189
0,64.9,Medium Risk,206500,133992.08399653435
0,25.0,Low Risk,386500,96573.21814447641
0,27.3,Low Risk,336500,91749.27338957787
0,61.1,Medium Risk,166500,101786.67864203453
1,63.2,Medium Risk,156500,98982.40569233894
1,40.9,Medium Risk,196500,80352.80732810497
0,39.3,Medium Risk,296500,116530.28097748756
1,34.2,Medium Risk,136500,46721.14276885986
1,91.8,High Risk,346500,317959.27584171295
1,100.0,High Risk,556500,556483.5476875305
0,48.8,Medium Risk,116500,56824.728310108185
0,26.0,Low Risk,486500,126524.70555901527
0,48.2,Medium Risk,276500,133390.8762484789
0,55.7,Medium Risk,166500,92809.9958896637
1,100.0,High Risk,326500,326417.27164387703
1,100.0,High Risk,146500,146433.73224139214
0,41.9,Medium Risk,146500,61414.07971084118
0,16.6,Low Risk,396500,65623.00702184439
0,24.3,Low Risk,246500,59940.23525714874
0,20.2,Low Risk,256500,51769.10061389208
1,38.9,Medium Risk,616500,240032.05002844334
0,9.5,Low Risk,596500,56374.37292933464
1,83.7,High Risk,266500,223039.37673568726
0,20.9,Low Risk,396500,82722.66177088022
0,21.0,Low Risk,506500,106464.35870230198
0,43.5,Medium Risk,346500,150641.9457346201
0,27.5,Low Risk,386500,106141.2391513586
0,11.3,Low Risk,326500,36812.49105557799
0,45.2,Medium Risk,156500,70708.01350474358
0,18.4,Low Risk,456500,84125.33381581306
0,40.3,Medium Risk,106500,42937.819719314575
0,31.1,Medium Risk,516500,160451.53619349003
1,91.3,High Risk,106500,97267.16494560242
0,17.7,Low Risk,176500,31196.288965642452
0,17.6,Low Risk,616500,108563.4181201458
0,14.5,Low Risk,406500,58827.106319367886
0,19.9,Low Risk,396500,79005.15285879374
0,24.2,Low Risk,206500,49958.53125303984
0,11.7,Low Risk,696500,81431.20580911636
0,26.5,Low Risk,416500,110559.61500108242
1,100.0,High Risk,246500,246394.96299624443
0,35.3,Medium Risk,266500,94135.413646698
0,33.6,Medium Risk,306500,102894.23474669456
0,18.4,Low Risk,186500,34258.7179467082
0,17.7,Low Risk,276500,49031.92277252674
0,31.1,Medium Risk,206500,64196.30877673626
0,31.7,Medium Risk,406500,128914.07163441181
0,81.9,High Risk,106500,87195.38578391075
0,23.6,Low Risk,246500,58085.29411256313
1,28.8,Low Risk,226500,65206.78509771824
0,26.2,Low Risk,326500,85406.97613358498
0,28.7,Low Risk,126500,36281.044110655785
1,35.8,Medium Risk,326500,117001.87140703201
1,94.1,High Risk,106500,100173.31999540329
0,44.5,Medium Risk,346500,154172.90814220905
0,18.4,Low Risk,206500,38034.68832373619
0,31.7,Medium Risk,116500,36872.49745428562
0,33.7,Medium Risk,506500,170542.59158670902
0,27.1,Low Risk,136500,36964.88267183304
0,29.2,Low Risk,346500,101296.00980877876
0,33.8,Medium Risk,266500,90029.85426783562
0,21.6,Low Risk,316500,68415.96034169197
0,72.2,High Risk,46500,33580.66365122795
0,47.0,Medium Risk,196500,92452.14754343033
0,37.4,Medium Risk,406500,152214.20288085938
1,78.6,High Risk,106500,83665.51199555397
0,22.1,Low Risk,436500,96388.63670825958
0,12.4,Low Risk,206500,25678.77121642232
0,28.7,Low Risk,406500,116825.09851455688
1,24.2,Low Risk,206500,49900.12193471193
0,42.1,Medium Risk,236500,99666.49441421032
0,25.8,Low Risk,186500,48108.899265527725
0,21.8,Low Risk,256500,56007.312186062336
0,22.6,Low Risk,196500,44418.313443660736
0,21.6,Low Risk,416500,89952.12961733341
0,34.0,Medium Risk,326500,110942.87073612213
0,20.2,Low Risk,426500,86311.27651780844
0,15.9,Low Risk,406500,64554.1468039155
0,89.1,High Risk,306500,273122.3659813404
0,39.0,Medium Risk,186500,72806.39155209064
0,34.9,Medium Risk,236500,82444.86564397812
1,38.5,Medium Risk,106500,41004.4192224741
0,16.3,Low Risk,356500,58258.52583348751
1,79.3,High Risk,166500,132035.3307723999
0,28.5,Low Risk,126500,36111.756309866905
0,16.4,Low Risk,266500,43597.65209257603
0,7.4,Low Risk,436500,32343.0250659585
1,90.6,High Risk,106500,96496.87966704369
0,20.2,Low Risk,186500,37722.66601026058
0,12.5,Low Risk,386500,48120.21141126752
0,11.3,Low Risk,216500,24564.07158076763
1,100.0,High Risk,76500,76485.9149158001
0,15.7,Low Risk,646500,101669.99696195126
0,31.7,Medium Risk,266500,84362.2154891491
0,22.0,Low Risk,356500,78571.29517197609
0,31.3,Medium Risk,256500,80262.23815977573
0,54.1,Medium Risk,346500,187574.88602399826
1,65.5,High Risk,386500,253267.76799559593
0,23.0,Low Risk,376500,86732.71168023348
0,39.8,Medium Risk,206500,82278.3714979887
0,17.1,Low Risk,246500,42091.816149652004
0,38.1,Medium Risk,276500,105327.38576829433
0,25.2,Low Risk,266500,67259.73424315453
1,57.4,Medium Risk,66500,38173.092901706696
0,28.9,Low Risk,446500,129183.49222838879
0,50.1,Medium Risk,166500,83360.94233393669
0,32.2,Medium Risk,486500,156477.37416625023
0,13.7,Low Risk,356500,48779.27420288324
0,17.8,Low Risk,456500,81206.94950222969
1,100.0,High Risk,246500,246446.91583514214
1,35.3,Medium Risk,126500,44673.67985844612
0,31.3,Medium Risk,156500,48909.95326638222
0,56.3,Medium Risk,276500,155802.25837230682
0,30.1,Medium Risk,676500,203375.33023953438
1,99.5,High Risk,126500,125923.77907037735
0,25.7,Low Risk,486500,125186.20258569717
1,100.0,High Risk,646500,646317.4625337124
1,100.0,High Risk,206500,206489.78406190872
0,22.3,Low Risk,416500,93086.54532581568
0,25.5,Low Risk,276500,70516.74434542656
1,41.6,Medium Risk,206500,85857.23000764847
0,19.6,Low Risk,526500,103312.3774677515
1,39.7,Medium Risk,416500,165446.76639139652
0,39.3,Medium Risk,306500,120577.07671821117
0,8.2,Low Risk,446500,36622.1261061728
0,24.5,Low Risk,466500,114450.67419111729
0,33.6,Medium Risk,126500,42524.11611378193
0,21.2,Low Risk,136500,28933.33364278078
0,36.8,Medium Risk,286500,105523.89009296894
0,19.1,Low Risk,476500,91051.56740546227
1,100.0,High Risk,346500,346395.33054828644
0,22.2,Low Risk,166500,36921.795308589935
0,33.2,Medium Risk,436500,145085.92396974564
0,33.3,Medium Risk,376500,125386.02514564991
0,20.6,Low Risk,576500,118574.36410337687
1,99.0,High Risk,46500,46040.62682390213
1,100.0,High Risk,276500,276417.1021580696
0,48.0,Medium Risk,126500,60747.84381687641
0,34.7,Medium Risk,106500,37005.54075837135
1,96.9,High Risk,56500,54759.551644325256
0,7.2,Low Risk,606500,43747.31621518731
0,21.4,Low Risk,236500,50607.99781233072
0,19.9,Low Risk,486500,96719.25806999207
1,100.0,High Risk,246500,246437.835842371
0,21.2,Low Risk,376500,79693.888284266
1,45.3,Medium Risk,216500,98179.21476066113
0,86.1,High Risk,656500,565202.0878791809
0,57.1,Medium Risk,56500,32279.899775981903
